3alpha_code,name_en,scientific_name,genus,family,major_group,isscaap_group,name_no_nei,fao_group,match_category,species
ozd,NA,NA,NA,NA,NA,NA,NA,NA,NA,ophiosabine vivipara
bev,NA,NA,NA,NA,NA,NA,NA,NA,NA,deepsea brittle star
ozl,NA,NA,NA,NA,NA,NA,NA,NA,NA,ophioderma brevispinum
oiz,NA,NA,NA,NA,NA,NA,NA,NA,NA,ophioderma longicaudum
qxe,NA,NA,NA,NA,NA,NA,NA,NA,NA,ubiquitous brittle star
ovw,NA,NA,NA,NA,NA,NA,NA,NA,NA,ophioplinthus carinata
oqw,NA,NA,NA,NA,NA,NA,NA,NA,NA,ophiuroglypha ambigua
owd,NA,NA,NA,NA,NA,NA,NA,NA,NA,common brittlestar
ojf,NA,NA,NA,NA,NA,NA,NA,NA,NA,ophiocten amitinum
olw,NA,NA,NA,NA,NA,NA,NA,NA,NA,ophionotus hexactis
qeg,NA,NA,NA,NA,NA,NA,NA,NA,NA,serpent's table brittlestar
qef,NA,NA,NA,NA,NA,NA,NA,NA,NA,serpent brittlestar
qee,NA,NA,NA,NA,NA,NA,NA,NA,NA,notched brittlestar
qeh,NA,NA,NA,NA,NA,NA,NA,NA,NA,ophiura spp
qei,NA,NA,NA,NA,NA,NA,NA,NA,NA,ophiuridae
owp,NA,NA,NA,NA,NA,NA,NA,NA,NA,"basket, brittle, snake stars"
ooy,NA,NA,NA,NA,NA,NA,NA,NA,NA,brittle and snake stars
oeq,NA,NA,NA,NA,NA,NA,NA,NA,NA,basket stars
ukb,NA,NA,NA,NA,NA,NA,NA,NA,NA,black sea urchin
zdg,NA,NA,NA,NA,NA,NA,NA,NA,NA,heart urchin
ijc,NA,NA,NA,NA,NA,NA,NA,NA,NA,cidaris cidaris
gpv,NA,NA,NA,NA,NA,NA,NA,NA,NA,parasol urchin
gov,NA,NA,NA,NA,NA,NA,NA,NA,NA,umbrella urchin
cvd,NA,NA,NA,NA,NA,NA,NA,NA,NA,pencil urchins
bcx,NA,NA,NA,NA,NA,NA,NA,NA,NA,circular sea bisquit
nuz,NA,NA,NA,NA,NA,NA,NA,NA,NA,ctenocidaris (eurocidaris) nutrix
ygi,NA,NA,NA,NA,NA,NA,NA,NA,NA,blue-spotted sea urchin
duw,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatpin urchin
dds,NA,NA,NA,NA,NA,NA,NA,NA,NA,porcupine sea urchin
nxk,NA,NA,NA,NA,NA,NA,NA,NA,NA,harpooner sea urchin
nxd,NA,NA,NA,NA,NA,NA,NA,NA,NA,crowned sea urchin
dkz,NA,NA,NA,NA,NA,NA,NA,NA,NA,deepsea urchin
urs,european edible sea urchin,echinus esculentus,echinus,echinidae,invertebrata aquatica,sea-urchins and other echinoderms,NA,yes,en_name,european edible sea urchin
utj,NA,NA,NA,NA,NA,NA,NA,NA,NA,echinus melo
ujf,NA,NA,NA,NA,NA,NA,NA,NA,NA,echinus spp
usd,NA,NA,NA,NA,NA,NA,NA,NA,NA,gracilechinus acutus
gvl,NA,NA,NA,NA,NA,NA,NA,NA,NA,elegant sea urchin
utq,NA,NA,NA,NA,NA,NA,NA,NA,NA,deepsea kina
uke,NA,NA,NA,NA,NA,NA,NA,NA,NA,echinidae
ukh,NA,NA,NA,NA,NA,NA,NA,NA,NA,hedgehog sea urchin
ukq,NA,NA,NA,NA,NA,NA,NA,NA,NA,purple pacific sea urchin
uol,NA,NA,NA,NA,NA,NA,NA,NA,NA,purple sea urchin
zsm,NA,NA,NA,NA,NA,NA,NA,NA,NA,echinometridae
ozz,NA,NA,NA,NA,NA,NA,NA,NA,NA,microsoft mouse
uqh,NA,NA,NA,NA,NA,NA,NA,NA,NA,glyptocidaris crenularis
ksp,NA,NA,NA,NA,NA,NA,NA,NA,NA,sea potato
kjy,NA,NA,NA,NA,NA,NA,NA,NA,NA,echinocardium flavescens
ecz,NA,NA,NA,NA,NA,NA,NA,NA,NA,giant keyhole sand dollar
mvg,NA,NA,NA,NA,NA,NA,NA,NA,NA,slitted sand dollar
uch,chilean sea urchin,loxechinus albus,loxechinus,echinidae,invertebrata aquatica,sea-urchins and other echinoderms,NA,yes,en_name,chilean sea urchin
urm,stony sea urchin,paracentrotus lividus,paracentrotus,echinidae,invertebrata aquatica,sea-urchins and other echinoderms,NA,yes,en_name,stony sea urchin
kim,NA,NA,NA,NA,NA,NA,NA,NA,NA,green sea urchin
kit,NA,NA,NA,NA,NA,NA,NA,NA,NA,psammechinus miliaris
dbc,NA,NA,NA,NA,NA,NA,NA,NA,NA,banded-spine urchin
bxc,NA,NA,NA,NA,NA,NA,NA,NA,NA,abatus cordatus
bxa,NA,NA,NA,NA,NA,NA,NA,NA,NA,brisaster antarcticus
tfw,NA,NA,NA,NA,NA,NA,NA,NA,NA,matheson’s heart urchin
tfy,NA,NA,NA,NA,NA,NA,NA,NA,NA,purple-heart urchin
vfy,NA,NA,NA,NA,NA,NA,NA,NA,NA,violet heart-urchin
rwt,NA,NA,NA,NA,NA,NA,NA,NA,NA,heart urchins nei
uqo,NA,NA,NA,NA,NA,NA,NA,NA,NA,hemicentrotus pulcherrimus
uyf,NA,NA,NA,NA,NA,NA,NA,NA,NA,red sea urchin
uyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,mesocentrotus nudus
uyd,NA,NA,NA,NA,NA,NA,NA,NA,NA,strongylocentrotus droebachiensis
uyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,japanese sea urchin
urc,sea urchins nei,strongylocentrotus spp,strongylocentrotus,strongylocentrotidae,invertebrata aquatica,sea-urchins and other echinoderms,sea urchins,yes,en_name,sea urchins nei
qaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,fleming’s urchin
fkg,NA,NA,NA,NA,NA,NA,NA,NA,NA,violet sea urchin
tqg,NA,NA,NA,NA,NA,NA,NA,NA,NA,striped sea urchin
twv,NA,NA,NA,NA,NA,NA,NA,NA,NA,sea egg
urx,"sea urchins, etc. nei",echinoidea,echinoidea,NA,invertebrata aquatica,sea-urchins and other echinoderms,"sea urchins, etc.",yes,en_name,"sea urchins, etc. nei"
dwl,NA,NA,NA,NA,NA,NA,NA,NA,NA,pencil urchins nei
yyc,NA,NA,NA,NA,NA,NA,NA,NA,NA,actinopyga agassizii
fjc,NA,NA,NA,NA,NA,NA,NA,NA,NA,spiky deep-water redfish
kue,NA,NA,NA,NA,NA,NA,NA,NA,NA,deep-water redfish
yvv,NA,NA,NA,NA,NA,NA,NA,NA,NA,actinopyga lecanora
kuy,NA,NA,NA,NA,NA,NA,NA,NA,NA,surf brownfish
kuq,NA,NA,NA,NA,NA,NA,NA,NA,NA,hairy blackfish
ygp,NA,NA,NA,NA,NA,NA,NA,NA,NA,panning's blackfish
ygs,NA,NA,NA,NA,NA,NA,NA,NA,NA,new caledonia blackfish
fjg,NA,NA,NA,NA,NA,NA,NA,NA,NA,surf redfish
kuw,NA,NA,NA,NA,NA,NA,NA,NA,NA,leopard fish
jlz,NA,NA,NA,NA,NA,NA,NA,NA,NA,bohadschia atra
fjh,NA,NA,NA,NA,NA,NA,NA,NA,NA,bohadschia koellikeri
kuh,NA,NA,NA,NA,NA,NA,NA,NA,NA,chalky cucumber
fjj,NA,NA,NA,NA,NA,NA,NA,NA,NA,ocellated lleopardfish
jtq,NA,NA,NA,NA,NA,NA,NA,NA,NA,bohadschia subrubra
bdv,NA,NA,NA,NA,NA,NA,NA,NA,NA,brown sandfish
jbn,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria arenacava
jce,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria arenicola
jhg,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria arguinensis
hfa,NA,NA,NA,NA,NA,NA,NA,NA,NA,lollyfish
jch,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria cinerascens
hhw,NA,NA,NA,NA,NA,NA,NA,NA,NA,snakefish sea cucumber
fjk,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria (stichothuria) coronopertusa
fjo,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria (holothuria) dakarensis
hfe,NA,NA,NA,NA,NA,NA,NA,NA,NA,pinkfish
jci,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria flavomaculata
fjq,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria (holoidema) floridana
fjt,NA,NA,NA,NA,NA,NA,NA,NA,NA,cotton spinner
jcj,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria fuscocinerea
hff,white teatfish,holothuria fuscogilva,holothuria,holothuriidae,invertebrata aquatica,sea-urchins and other echinoderms,NA,yes,en_name,white teatfish
hoz,NA,NA,NA,NA,NA,NA,NA,NA,NA,elephant trunkfish
fju,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria (holodeima) grisea
jck,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria hilla
fjv,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria (stemperothuria) imitans
hfi,NA,NA,NA,NA,NA,NA,NA,NA,NA,bottleneck sea cucumber
fjw,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria (cystipus) inabilis
fjy,NA,NA,NA,NA,NA,NA,NA,NA,NA,sandy sea cucumber
jcl,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria kefersteini
fjz,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria (vaneyothuria) lentiginosa lentiginosa
jco,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria lessoni
hfq,NA,NA,NA,NA,NA,NA,NA,NA,NA,white threads fish
fka,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria (selenkothuria) lubrica
fkd,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria (holothuria) mammata
jcq,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria mexicana
hfn,black teatfish,holothuria nobilis,holothuria,holothuriidae,invertebrata aquatica,sea-urchins and other echinoderms,NA,yes,en_name,black teatfish
jcw,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria notabilis
fke,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria (theelothuria) paraprinceps
jdb,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria pardalis
jdd,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria pervicax
fkf,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria (roweothuria) poli
fkh,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria (selenkothuria) portovallartensis
fki,NA,NA,NA,NA,NA,NA,NA,NA,NA,red snakefish
fkj,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria (platyperona) sanctori
hfc,sandfish,holothuria scabra,holothuria,holothuriidae,invertebrata aquatica,sea-urchins and other echinoderms,NA,yes,en_name,sandfish
jde,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria spinifera
hft,NA,NA,NA,NA,NA,NA,NA,NA,NA,mediterranean tubular sea cucumber
jdg,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria whitmaei
wbx,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuria spp
ehv,NA,NA,NA,NA,NA,NA,NA,NA,NA,blackspotted sea cucumber
jey,NA,NA,NA,NA,NA,NA,NA,NA,NA,holothuriidae
cuj,japanese sea cucumber,apostichopus japonicus,apostichopus,stichopodidae,invertebrata aquatica,sea-urchins and other echinoderms,NA,yes,en_name,japanese sea cucumber
fkk,NA,NA,NA,NA,NA,NA,NA,NA,NA,apostichopus nigripunctatus
tkv,NA,NA,NA,NA,NA,NA,NA,NA,NA,warty sea cucumber
jpn,NA,NA,NA,NA,NA,NA,NA,NA,NA,furry sea cucumber
jpo,NA,NA,NA,NA,NA,NA,NA,NA,NA,brown mottled sea cucumber
hiz,NA,NA,NA,NA,NA,NA,NA,NA,NA,four-sided sea cucumber
jcf,NA,NA,NA,NA,NA,NA,NA,NA,NA,giant sea cucumber
tkg,NA,NA,NA,NA,NA,NA,NA,NA,NA,giant red sea cucumber
jcr,royal cucumber,stichopus regalis,stichopus,stichopodidae,invertebrata aquatica,sea-urchins and other echinoderms,NA,yes,en_name,royal cucumber
tvk,NA,NA,NA,NA,NA,NA,NA,NA,NA,parastichopus tremulus
jcc,NA,NA,NA,NA,NA,NA,NA,NA,NA,greenfish
jng,NA,NA,NA,NA,NA,NA,NA,NA,NA,stichopus herrmanni
kun,NA,NA,NA,NA,NA,NA,NA,NA,NA,selenka's sea cucumber
jpq,NA,NA,NA,NA,NA,NA,NA,NA,NA,stichopus monotuberculatus
jpr,NA,NA,NA,NA,NA,NA,NA,NA,NA,stichopus naso
jpt,NA,NA,NA,NA,NA,NA,NA,NA,NA,ocellated sea cucumber
jpu,NA,NA,NA,NA,NA,NA,NA,NA,NA,stichopus pseudohorrens
jpw,NA,NA,NA,NA,NA,NA,NA,NA,NA,stichopus vastus
jta,NA,NA,NA,NA,NA,NA,NA,NA,NA,stichopus spp
tfq,prickly redfish,thelenota ananas,thelenota,stichopodidae,invertebrata aquatica,sea-urchins and other echinoderms,NA,yes,en_name,prickly redfish
hlx,NA,NA,NA,NA,NA,NA,NA,NA,NA,amber fish
jdz,NA,NA,NA,NA,NA,NA,NA,NA,NA,thelenota rubralineata
kza,NA,NA,NA,NA,NA,NA,NA,NA,NA,athyonidium chilensis
khg,NA,cucumaria frondosa,cucumaria,cucumariidae,invertebrata aquatica,sea-urchins and other echinoderms,NA,yes,sci_name,cucumaria frondosa
khe,NA,NA,NA,NA,NA,NA,NA,NA,NA,cucumaria japonica
kgh,NA,NA,NA,NA,NA,NA,NA,NA,NA,cucumaria kerguelensis
hzt,NA,NA,NA,NA,NA,NA,NA,NA,NA,heterocucumis godeffroyi
igk,NA,NA,NA,NA,NA,NA,NA,NA,NA,paraleptopentacta elongata
fkm,NA,NA,NA,NA,NA,NA,NA,NA,NA,pattalus mollis
jgq,NA,NA,NA,NA,NA,NA,NA,NA,NA,pseudocnus laevigatus
rxo,NA,NA,NA,NA,NA,NA,NA,NA,NA,staurocucumis liouvillei
txq,NA,NA,NA,NA,NA,NA,NA,NA,NA,trachythyone muricata
jbw,NA,NA,NA,NA,NA,NA,NA,NA,NA,thyone fusus
qab,NA,NA,NA,NA,NA,NA,NA,NA,NA,psolidium poriferum
qag,NA,NA,NA,NA,NA,NA,NA,NA,NA,psolus ephippifer
qak,NA,NA,NA,NA,NA,NA,NA,NA,NA,psolus paradubiosus
qxt,NA,NA,NA,NA,NA,NA,NA,NA,NA,fuzzy sea cucumber
fko,NA,NA,NA,NA,NA,NA,NA,NA,NA,acaudina molpadioides
mzh,NA,NA,NA,NA,NA,NA,NA,NA,NA,molpadia musculus
qey,NA,NA,NA,NA,NA,NA,NA,NA,NA,pseudostichopus peripatus
jew,NA,NA,NA,NA,NA,NA,NA,NA,NA,leptosynapta inhaerens
qho,NA,NA,NA,NA,NA,NA,NA,NA,NA,paradota marionensis
cux,sea cucumbers nei,holothuroidea,holothuroidea,NA,invertebrata aquatica,sea-urchins and other echinoderms,sea cucumbers,yes,en_name,sea cucumbers nei
xef,NA,NA,NA,NA,NA,NA,NA,NA,NA,xenophyophores
nqy,NA,NA,NA,NA,NA,NA,NA,NA,NA,mnemiopsis leidyi
dwy,NA,NA,NA,NA,NA,NA,NA,NA,NA,lion's mane jellyfish
cwy,NA,NA,NA,NA,NA,NA,NA,NA,NA,chrysaora hysoscella
cwf,NA,chrysaora plocamia,chrysaora,pelagiidae,invertebrata aquatica,miscellaneous aquatic invertebrates,NA,yes,sci_name,chrysaora plocamia
ajq,NA,NA,NA,NA,NA,NA,NA,NA,NA,common jellyfish
zse,NA,NA,NA,NA,NA,NA,NA,NA,NA,cassiopea medusa
jcd,NA,catostylus spp,catostylus,catostylidae,invertebrata aquatica,miscellaneous aquatic invertebrates,NA,yes,sci_name,catostylus spp
mhx,NA,NA,NA,NA,NA,NA,NA,NA,NA,nemopilema nomurai
rqs,NA,NA,NA,NA,NA,NA,NA,NA,NA,rhopilema asamushi
rqu,NA,NA,NA,NA,NA,NA,NA,NA,NA,rhopilema esculentum
rqi,NA,NA,NA,NA,NA,NA,NA,NA,NA,rhopilema hispidum
rqo,NA,NA,NA,NA,NA,NA,NA,NA,NA,rhopilema nomadica
jel,jellyfishes nei,rhopilema spp,rhopilema,rhizostomidae,invertebrata aquatica,miscellaneous aquatic invertebrates,jellyfishes,yes,en_name,jellyfishes nei
mfx,cannonball jellyfish,stomolophus meleagris,stomolophus,stomolophidae,invertebrata aquatica,miscellaneous aquatic invertebrates,NA,yes,en_name,cannonball jellyfish
szy,NA,NA,NA,NA,NA,NA,NA,NA,NA,scyphozoa
pbq,NA,NA,NA,NA,NA,NA,NA,NA,NA,graptolithoidea
zva,NA,NA,NA,NA,NA,NA,NA,NA,NA,priapulus caudatus
bkz,NA,NA,NA,NA,NA,NA,NA,NA,NA,brachionus calyciflorus
bkw,NA,NA,NA,NA,NA,NA,NA,NA,NA,brachionus plicatilis
bkx,NA,NA,NA,NA,NA,NA,NA,NA,NA,brachionus rotundiformis
nhe,NA,NA,NA,NA,NA,NA,NA,NA,NA,annelid worms
akw,NA,NA,NA,NA,NA,NA,NA,NA,NA,sea mouse
rcz,NA,NA,NA,NA,NA,NA,NA,NA,NA,"black lug, runnydown"
arm,NA,NA,NA,NA,NA,NA,NA,NA,NA,lugworm
uzo,NA,NA,NA,NA,NA,NA,NA,NA,NA,gallery worm
jmp,NA,NA,NA,NA,NA,NA,NA,NA,NA,bristleworms nei
ukt,NA,NA,NA,NA,NA,NA,NA,NA,NA,spoonworm
fdv,NA,NA,NA,NA,NA,NA,NA,NA,NA,eunice aphroditois
fxx,NA,NA,NA,NA,NA,NA,NA,NA,NA,eunice sea-worms
mfz,NA,NA,NA,NA,NA,NA,NA,NA,NA,marphysa sanguinea
fdr,NA,NA,NA,NA,NA,NA,NA,NA,NA,marphysa spp
gld,NA,NA,NA,NA,NA,NA,NA,NA,NA,bloodworm
ufx,NA,NA,NA,NA,NA,NA,NA,NA,NA,thermiphione scaleworms
lul,NA,NA,NA,NA,NA,NA,NA,NA,NA,lumbrineris latreilli
ubi,NA,NA,NA,NA,NA,NA,NA,NA,NA,scoletoma impatiens
neh,NA,NA,NA,NA,NA,NA,NA,NA,NA,nephtys hombergii
ner,NA,NA,NA,NA,NA,NA,NA,NA,NA,ragworm
unw,NA,NA,NA,NA,NA,NA,NA,NA,NA,neanthes fucata
nzh,NA,NA,NA,NA,NA,NA,NA,NA,NA,neanthes kerguelensis
erw,NA,NA,NA,NA,NA,NA,NA,NA,NA,perinereis cultrifera
erh,NA,NA,NA,NA,NA,NA,NA,NA,NA,perinereis rullieri
pei,NA,NA,NA,NA,NA,NA,NA,NA,NA,perinereis spp
qty,NA,NA,NA,NA,NA,NA,NA,NA,NA,tylorrhynchus heterochetus
ztm,NA,NA,NA,NA,NA,NA,NA,NA,NA,ragworms nei
fdy,NA,NA,NA,NA,NA,NA,NA,NA,NA,ophelia bicornis
dtp,NA,NA,NA,NA,NA,NA,NA,NA,NA,diopatra cuprea
din,NA,NA,NA,NA,NA,NA,NA,NA,NA,diopatra neapolitana
hvl,NA,NA,NA,NA,NA,NA,NA,NA,NA,quill worm
ifz,NA,NA,NA,NA,NA,NA,NA,NA,NA,nothria conchylega
ipc,NA,NA,NA,NA,NA,NA,NA,NA,NA,pectinaria californiensis
jyk,NA,NA,NA,NA,NA,NA,NA,NA,NA,honeycomb worm
jtj,NA,NA,NA,NA,NA,NA,NA,NA,NA,mediterranean fanworm
jms,NA,NA,NA,NA,NA,NA,NA,NA,NA,feather duster worm
dwk,NA,NA,NA,NA,NA,NA,NA,NA,NA,ditrupa arietina
fbl,NA,NA,NA,NA,NA,NA,NA,NA,NA,australian tube worm
fdg,NA,NA,NA,NA,NA,NA,NA,NA,NA,lacy tube worm
jpx,NA,NA,NA,NA,NA,NA,NA,NA,NA,segmented worms nei
szs,NA,NA,NA,NA,NA,NA,NA,NA,NA,serpulid tube worms
qvw,NA,NA,NA,NA,NA,NA,NA,NA,NA,sand mason worm
qza,NA,NA,NA,NA,NA,NA,NA,NA,NA,thelepus cincinnatus
wuu,NA,NA,NA,NA,NA,NA,NA,NA,NA,penis fish
wor,marine worms,polychaeta,polychaeta,NA,invertebrata aquatica,miscellaneous aquatic invertebrates,NA,yes,en_name,marine worms
siu,NA,NA,NA,NA,NA,NA,NA,NA,NA,peanut worm
fdz,NA,NA,NA,NA,NA,NA,NA,NA,NA,golfingia elongata
xbp,NA,NA,NA,NA,NA,NA,NA,NA,NA,phascolosoma arcuatum
duy,NA,NA,NA,NA,NA,NA,NA,NA,NA,sea chervil
duz,NA,NA,NA,NA,NA,NA,NA,NA,NA,alcyonidium parasiticum
avj,NA,NA,NA,NA,NA,NA,NA,NA,NA,arachnopusia inchoata
fqn,NA,NA,NA,NA,NA,NA,NA,NA,NA,rose-coral bryozoan
mvk,NA,NA,NA,NA,NA,NA,NA,NA,NA,malakosaria sinclairii
qew,NA,NA,NA,NA,NA,NA,NA,NA,NA,caberea darwinii
gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,galeopsis bullatus
wel,NA,NA,NA,NA,NA,NA,NA,NA,NA,eucratea loricata
fzg,NA,NA,NA,NA,NA,NA,NA,NA,NA,carbasea ovoidea
faq,NA,NA,NA,NA,NA,NA,NA,NA,NA,broad-leaved hornwrack
ipg,NA,NA,NA,NA,NA,NA,NA,NA,NA,isosecuriflustra angusta
ukf,NA,NA,NA,NA,NA,NA,NA,NA,NA,narrow-leaved hornwrack
qvj,NA,NA,NA,NA,NA,NA,NA,NA,NA,reteporella beaniana
kxq,NA,NA,NA,NA,NA,NA,NA,NA,NA,lageneschara lyrulata
qiw,NA,NA,NA,NA,NA,NA,NA,NA,NA,pemmatoporella marginata
qwi,NA,NA,NA,NA,NA,NA,NA,NA,NA,smittina anecdota
qwl,NA,NA,NA,NA,NA,NA,NA,NA,NA,smittoidea ornatipectoralis
bzn,NA,NA,NA,NA,NA,NA,NA,NA,NA,bryozoans
nez,NA,NA,NA,NA,NA,NA,NA,NA,NA,notosaria nigricans
bvh,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brachiopods, lamp shells"
inv,aquatic invertebrates nei,invertebrata,invertebrata,NA,invertebrata aquatica,miscellaneous aquatic invertebrates,aquatic invertebrates,yes,en_name,aquatic invertebrates nei
unf,NA,NA,NA,NA,NA,NA,NA,NA,NA,saddle oyster
una,NA,NA,NA,NA,NA,NA,NA,NA,NA,windowpane oyster
izx,NA,NA,NA,NA,NA,NA,NA,NA,NA,pearl oysters nei
osh,pearl oyster shells nei,ex pinctada spp,ex,pteriidae,mollusca,"pearls, mother-of-pearl, shells",pearl oyster shells,yes,en_name,pearl oyster shells nei
ikp,NA,NA,NA,NA,NA,NA,NA,NA,NA,cape pearl-oyster
ikh,NA,NA,NA,NA,NA,NA,NA,NA,NA,tiled pearl oyster
pnf,NA,NA,NA,NA,NA,NA,NA,NA,NA,japanese pearl oyster
iki,NA,NA,NA,NA,NA,NA,NA,NA,NA,atlantic pearl oyster
idm,NA,NA,NA,NA,NA,NA,NA,NA,NA,spotted pearl oyster
pnm,NA,NA,NA,NA,NA,NA,NA,NA,NA,blacklip pearl oyster
pnx,NA,NA,NA,NA,NA,NA,NA,NA,NA,silverlip pearl oyster
ikm,NA,NA,NA,NA,NA,NA,NA,NA,NA,mazatlan pearl oyster
idr,NA,NA,NA,NA,NA,NA,NA,NA,NA,rayed pearl oyster
iks,NA,NA,NA,NA,NA,NA,NA,NA,NA,fringed pearl oyster
tpv,NA,NA,NA,NA,NA,NA,NA,NA,NA,swift wing oyster
ehj,NA,NA,NA,NA,NA,NA,NA,NA,NA,european wing oyster
pte,NA,NA,NA,NA,NA,NA,NA,NA,NA,penguin wing oyster
tew,NA,NA,NA,NA,NA,NA,NA,NA,NA,western wing oyster
txx,NA,NA,NA,NA,NA,NA,NA,NA,NA,wing oysters nei
fsh,NA,NA,NA,NA,NA,NA,NA,NA,NA,freshwater mussel shells
tsh,trochus shells nei,ex trochus spp,ex,trochidae,mollusca,"pearls, mother-of-pearl, shells",trochus shells,yes,en_name,trochus shells nei
gsh,turban shells nei,ex turbo spp,ex,turbinidae,mollusca,"pearls, mother-of-pearl, shells",turban shells,yes,en_name,turban shells nei
msh,marine shells nei,ex mollusca,ex,NA,mollusca,"pearls, mother-of-pearl, shells",marine shells,yes,en_name,marine shells nei
cni,cnidarians nei,cnidaria,cnidaria,NA,invertebrata aquatica,corals,cnidarians,yes,en_name,cnidarians nei
ajh,NA,NA,NA,NA,NA,NA,NA,NA,NA,anthozoa
kjc,NA,NA,NA,NA,NA,NA,NA,NA,NA,girdle anemone
kqn,NA,NA,NA,NA,NA,NA,NA,NA,NA,beadlet anemone
now,NA,NA,NA,NA,NA,NA,NA,NA,NA,snakelocks anemone
dti,NA,NA,NA,NA,NA,NA,NA,NA,NA,deeplet sea anemone
bvx,NA,NA,NA,NA,NA,NA,NA,NA,NA,bolocera spp
kyu,NA,NA,NA,NA,NA,NA,NA,NA,NA,golden anemone
kow,NA,NA,NA,NA,NA,NA,NA,NA,NA,glyphoperidium bursa
kdp,NA,NA,NA,NA,NA,NA,NA,NA,NA,northern red anemone
keo,NA,NA,NA,NA,NA,NA,NA,NA,NA,spotted swimming anemone
kkv,NA,NA,NA,NA,NA,NA,NA,NA,NA,actinostolidae
ucq,NA,NA,NA,NA,NA,NA,NA,NA,NA,capnea georgiana
kkl,NA,NA,NA,NA,NA,NA,NA,NA,NA,actinauge richardi
ksl,NA,NA,NA,NA,NA,NA,NA,NA,NA,mantle anemone
kkk,NA,NA,NA,NA,NA,NA,NA,NA,NA,hermit anemone
kbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,maned sea anemone
kkw,NA,NA,NA,NA,NA,NA,NA,NA,NA,hormathiidae
nvx,NA,NA,NA,NA,NA,NA,NA,NA,NA,liponema spp
fwn,NA,NA,NA,NA,NA,NA,NA,NA,NA,metridium dianthus
adq,NA,NA,NA,NA,NA,NA,NA,NA,NA,black coral
nfw,NA,NA,NA,NA,NA,NA,NA,NA,NA,antipathes furcata
agb,NA,NA,NA,NA,NA,NA,NA,NA,NA,"umimatsu, pine coral"
nfy,NA,NA,NA,NA,NA,NA,NA,NA,NA,antipathes rhipidion
hqt,NA,NA,NA,NA,NA,NA,NA,NA,NA,antipathes spp
krh,NA,NA,NA,NA,NA,NA,NA,NA,NA,wire coral
rfw,NA,NA,NA,NA,NA,NA,NA,NA,NA,black wire coral
rfu,NA,NA,NA,NA,NA,NA,NA,NA,NA,stichopathes pourtalesi
qyx,NA,NA,NA,NA,NA,NA,NA,NA,NA,stichopathes spp
sqw,NA,NA,NA,NA,NA,NA,NA,NA,NA,stauropathes arctica
kej,NA,NA,NA,NA,NA,NA,NA,NA,NA,stylopathes americana
kqo,NA,NA,NA,NA,NA,NA,NA,NA,NA,branch coral
kqh,NA,NA,NA,NA,NA,NA,NA,NA,NA,finger coral
kqy,NA,NA,NA,NA,NA,NA,NA,NA,NA,brush coral
kqm,NA,NA,NA,NA,NA,NA,NA,NA,NA,staghorn coral
kqf,NA,NA,NA,NA,NA,NA,NA,NA,NA,catch bowl coral
dqg,NA,NA,NA,NA,NA,NA,NA,NA,NA,lettuce coral
dqi,NA,NA,NA,NA,NA,NA,NA,NA,NA,hat coral
dqj,NA,NA,NA,NA,NA,NA,NA,NA,NA,sheet coral
dqk,NA,NA,NA,NA,NA,NA,NA,NA,NA,lettuce-leaf coral
gqp,NA,NA,NA,NA,NA,NA,NA,NA,NA,ice-cube tray coral
ihw,NA,NA,NA,NA,NA,NA,NA,NA,NA,sunray lettuce coral
